model,overall_perf,overall_perf_after_cal,cal_loss,rel_cal_loss
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-1.5/socialiqa/Base/5000,0.923826,0.799946600557149,0.12387937867563914,13.409384609265647
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-1.5/socialiqa/8/4/5000/1e-5,0.8096539,0.7842678379254464,0.02538604028652869,3.1354188462100323
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-2/socialiqa/Base,0.78945726,0.7039448153186809,0.0855124462436665,10.831801847567545
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-2/socialiqa/16/5/5000/1e-5,0.5759591,0.5714406323616076,0.004518454056544274,0.7845095533858516
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-1.5/hellaswag/Base,0.995266,0.947501141452409,0.047764878845595105,4.799207234191846
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-1.5/hellaswag/16/5/2000/1e-5,0.9761661,0.966119573575679,0.010046555536564639,1.0291850164583454
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-2/hellaswag/16/4/5000/1e-5,0.7720012,0.7492377579642138,0.022763448910633644,2.948628668960608
/Users/juantollo/Library/Mobile Documents/com~apple~CloudDocs/Tesis/experimentos/output copy/microsoft/phi-2/hellaswag/Base,1.0441355,0.9101343572169907,0.13400109409984284,12.833688764311617
